Time		Position	RSSI of BMTTVT_FET          RSSI of Tenda_HTVT          RSSI of TP-LINK_5268_VPK
16:29:27	221		-90 dBm                     -84 dBm                     -86 dBm
16:29:29	222		-90 dBm                     -84 dBm                     -76 dBm
16:29:32	223		-90 dBm                     -84 dBm                     -75 dBm
16:29:34	224		-90 dBm                     -84 dBm                     -75 dBm
16:29:36	225		-90 dBm                     -84 dBm                     -75 dBm
16:29:39	226		-84 dBm                     -84 dBm                     -80 dBm
16:29:43	227		-84 dBm                     -83 dBm                     -80 dBm
16:29:46	228		-85 dBm                     -83 dBm                     -89 dBm
16:29:48	229		-90 dBm                     -83 dBm                     -79 dBm
16:29:51	230		-90 dBm                     -83 dBm                     -79 dBm
16:29:53	231		-90 dBm                     -83 dBm                     -83 dBm
16:29:55	232		-90 dBm                     -83 dBm                     -83 dBm
16:29:58	233		-90 dBm                     -83 dBm                     -83 dBm
16:30:00	234		-90 dBm                     -86 dBm                     -83 dBm
16:30:03	235		-90 dBm                     -86 dBm                     -81 dBm
16:30:05	236		-90 dBm                     -86 dBm                     -81 dBm
16:30:07	237		-90 dBm                     -86 dBm                     -81 dBm
16:30:10	238		-87 dBm                     -83 dBm                     -85 dBm
16:30:12	239		-91 dBm                     -83 dBm                     -80 dBm
16:30:15	240		-91 dBm                     -83 dBm                     -80 dBm
16:30:17	241		-91 dBm                     -91 dBm                     -80 dBm
16:30:19	242		-91 dBm                     -91 dBm                     -80 dBm
16:30:22	243		-91 dBm                     -90 dBm                     -83 dBm
16:30:24	244		-91 dBm                     -90 dBm                     -78 dBm
16:30:27	245		-91 dBm                     -83 dBm                     -78 dBm
16:30:29	246		-77 dBm                     -83 dBm                     -78 dBm
16:30:31	247		-77 dBm                     -83 dBm                     -77 dBm
16:30:34	248		-88 dBm                     -83 dBm                     -78 dBm
16:30:36	249		-88 dBm                     -83 dBm                     -78 dBm
16:30:39	250		-88 dBm                     -83 dBm                     -78 dBm
16:30:41	251		-91 dBm                     -89 dBm                     -83 dBm
16:30:43	252		-91 dBm                     -89 dBm                     -82 dBm
16:30:46	253		-91 dBm                     -89 dBm                     -82 dBm
16:30:48	254		-91 dBm                     -89 dBm                     -82 dBm
16:30:50	255		-91 dBm                     -89 dBm                     -82 dBm
16:30:53	256		-92 dBm                     -89 dBm                     -79 dBm
16:30:55	257		-92 dBm                     -87 dBm                     -86 dBm
16:30:58	258		-92 dBm                     -87 dBm                     -78 dBm
16:31:00	259		-90 dBm                     -88 dBm                     -78 dBm
16:31:02	260		-90 dBm                     -89 dBm                     -78 dBm
16:31:05	261		-90 dBm                     -84 dBm                     -82 dBm
16:31:07	262		-90 dBm                     -86 dBm                     -82 dBm
16:31:10	263		-90 dBm                     -86 dBm                     -82 dBm
16:31:12	264		-90 dBm                     -86 dBm                     -82 dBm
16:31:14	265		-90 dBm                     -86 dBm                     -82 dBm
16:31:17	266		-90 dBm                     -82 dBm                     -77 dBm
16:31:19	267		-90 dBm                     -82 dBm                     -88 dBm
16:31:22	268		-90 dBm                     -82 dBm                     -80 dBm
16:31:24	269		-90 dBm                     -82 dBm                     -80 dBm
